id,labels,probs,split
31389,0,0.41006702,train
47731,1,0.2741968,train
44451,0,0.07064039,train
46078,0,0.02680731,train
31617,0,0.5029699,train
5645,0,0.19339302,train
8568,1,0.7219134,train
42709,1,0.26874784,train
7876,1,0.49239764,train
3598,0,0.026059618,train
24935,0,0.24654967,train
33853,1,0.69803166,train
21733,1,0.40293896,train
47362,0,0.6334933,train
28829,1,0.6594787,train
25330,0,0.061921064,train
35631,0,0.2537247,train
22016,1,0.515939,train
20926,0,0.031097533,train
10286,0,0.6810512,train
7751,0,0.46831185,train
15676,0,0.5593574,train
32407,1,0.31732044,train
20069,0,0.02279804,train
4229,0,0.48517996,train
26541,0,0.025158778,train
39997,0,0.3922463,train
43590,0,0.16804159,train
35925,0,0.18730414,train
6238,0,0.025386073,train
49681,1,0.722822,train
13344,0,0.23190722,train
32530,0,0.04218198,train
43671,0,0.18074827,train
22579,0,0.2665171,train
5730,0,0.11678801,train
41869,0,0.1513755,train
23629,0,0.03899098,train
35575,0,0.43664494,train
2972,1,0.5328103,train
9995,0,0.025694767,train
17952,1,0.21478419,train
9033,0,0.18420814,train
4258,0,0.23381667,train
29002,1,0.89332914,train
7239,1,0.84498876,train
8796,0,0.08076846,train
42630,0,0.36165157,train
28480,1,0.73510164,train
48345,0,0.060564335,train
29258,1,0.65673846,train
17571,0,0.1852198,train
41573,1,0.37981418,train
31197,0,0.3835647,train
45232,0,0.11115558,train
16637,0,0.25157732,train
38057,0,0.33637935,train
19160,0,0.024187872,train
16844,1,0.9231679,train
17723,0,0.29215404,train
23152,1,0.56521255,train
10949,1,0.5999414,train
41584,0,0.30240014,train
10511,0,0.20482908,train
37578,1,0.41167784,train
39215,1,0.7243909,train
16562,0,0.22360396,train
27498,0,0.053589195,train
13180,0,0.3561982,train
37592,1,0.7245222,train
8831,0,0.1577148,train
5982,0,0.16249405,train
13929,1,0.3881536,train
2962,1,0.85376495,train
24984,0,0.6509074,train
38970,0,0.3899182,train
9968,0,0.06089743,train
9611,0,0.030680973,train
7262,0,0.24009961,train
7525,0,0.04950189,train
45242,0,0.030583119,train
39933,0,0.023592252,train
31076,0,0.3510509,train
7485,0,0.12788221,train
21191,1,0.8961072,train
47876,0,0.16186939,train
21103,0,0.13388304,train
24260,1,0.7253048,train
18556,1,0.56109667,train
11369,0,0.13919856,train
33056,1,0.56643885,train
41861,0,0.23834452,train
15738,1,0.7163467,train
626,0,0.10343502,train
203,0,0.091732115,train
24834,0,0.24691118,train
48303,0,0.14980794,train
41197,0,0.04634649,train
41441,0,0.17674048,train
12323,1,0.3107888,train
7477,0,0.022509217,train
10765,0,0.025150219,train
332,0,0.21967219,train
30123,1,0.46648172,train
48580,0,0.14619555,train
36225,0,0.17919762,train
42778,0,0.19708472,train
49984,0,0.19879106,train
16111,0,0.10351481,train
12930,0,0.32393515,train
40126,0,0.6112059,train
21108,1,0.6849811,train
17873,0,0.5752533,train
2641,0,0.040058844,train
8972,0,0.29989198,train
49892,0,0.023374144,train
25459,1,0.40981027,train
2747,0,0.19026083,train
41198,0,0.0865255,train
36345,0,0.34703335,train
19852,0,0.22983573,train
45937,0,0.35733566,train
26808,0,0.03410989,train
44400,0,0.04079661,train
2209,0,0.029366441,train
44975,0,0.11067618,train
19642,0,0.047072604,train
34342,0,0.14586546,train
39014,0,0.035290685,train
11831,0,0.02549812,train
25401,1,0.37758768,train
7662,1,0.37478337,train
40668,1,0.41769463,train
47066,1,0.3197506,train
43349,1,0.67855823,train
48300,0,0.283617,train
38577,1,0.55435777,train
33333,0,0.11970666,train
49504,0,0.39537805,train
6542,1,0.91936195,train
2909,0,0.023046313,train
33824,1,0.87663335,train
12220,0,0.1338662,train
44878,0,0.09138759,train
49728,0,0.034412827,train
21119,0,0.1482163,train
31607,0,0.23947215,train
29062,1,0.6754669,train
2470,0,0.5201542,train
11567,0,0.23445685,train
48969,0,0.14439733,train
30218,1,0.21837755,train
10435,1,0.9128218,train
36783,0,0.4710447,train
12211,0,0.028543755,train
13103,0,0.36545512,train
44397,0,0.5009509,train
167,1,0.4111214,train
39753,0,0.31411102,train
43868,0,0.13501582,train
40277,0,0.17565097,train
610,0,0.2804894,train
46457,0,0.23891939,train
8067,0,0.20633891,train
31228,0,0.40970346,train
41622,1,0.33187762,train
4340,0,0.12721698,train
8804,0,0.14056231,train
40979,0,0.13523,train
36204,0,0.35302177,train
2683,0,0.15647663,train
47400,0,0.18572184,train
6415,1,0.4199113,train
38820,0,0.5842289,train
43859,0,0.14322834,train
14795,0,0.20549585,train
16266,0,0.038181856,train
35315,0,0.09294114,train
42844,0,0.064995475,train
40393,0,0.38517132,train
22796,0,0.023211699,train
27826,0,0.18243226,train
45585,0,0.40727633,train
29561,0,0.112803355,train
26657,0,0.62992233,train
12326,0,0.21344157,train
43982,0,0.13575189,train
48178,0,0.31152698,train
12691,0,0.03309948,train
43712,1,0.50550497,train
16561,0,0.264326,train
31178,0,0.03331509,train
5101,0,0.29475456,train
29799,0,0.3465856,train
45869,0,0.15397565,train
44410,1,0.9138438,train
21796,0,0.4484967,train
1594,0,0.10293931,train
44197,0,0.14732571,train
2390,0,0.31005418,train
41535,1,0.12589642,train
10523,0,0.034352608,train
20321,1,0.7421079,train
33252,0,0.0502836,train
6905,0,0.023426592,train
48576,0,0.50390536,train
11100,0,0.11289313,train
47209,0,0.07470777,train
62,0,0.20338337,train
32144,0,0.1470006,train
13293,0,0.03195008,train
19235,0,0.32529557,train
3250,1,0.9256445,train
2277,0,0.64049816,train
33280,1,0.6400375,train
21556,0,0.43677267,train
966,0,0.03149965,train
34710,0,0.14074448,train
8539,1,0.5263966,train
3180,0,0.10493315,train
36122,0,0.02227195,train
35935,0,0.6588113,train
26011,0,0.38438284,train
4782,1,0.69682294,train
21089,0,0.2280418,train
31204,0,0.13043937,train
3385,1,0.90509474,train
35393,0,0.17555192,train
34863,0,0.027959239,train
