id,labels,probs,split
7104596,0,0.07852903,test
7136711,0,0.14380676,test
7130765,0,0.08865146,test
7166362,0,0.20876837,test
7194507,0,0.14102878,test
7140120,0,0.26235378,test
7172661,0,0.3230502,test
7144066,0,0.079569794,test
7168404,0,0.2153088,test
7166372,0,0.11445211,test
7099129,1,0.6634222,test
7103767,0,0.44996825,test
7111312,1,0.5760635,test
7187687,0,0.3824254,test
7136574,0,0.3480178,test
7159817,0,0.4447684,test
7112736,0,0.12673928,test
7105014,0,0.06868516,test
7192683,0,0.079977,test
7151873,0,0.07627936,test
7169763,0,0.16436493,test
7181150,0,0.07049955,test
7098158,0,0.08877876,test
7162986,0,0.06860023,test
7191902,0,0.15668687,test
7134221,0,0.074501514,test
7166041,0,0.06998804,test
7159659,1,0.7933609,test
7171281,0,0.0745742,test
7170186,0,0.32652783,test
7138571,0,0.070546746,test
7184002,1,0.38423392,test
7137286,0,0.6454409,test
7167670,0,0.6320744,test
7176355,0,0.08519328,test
7140979,0,0.33451587,test
7104716,0,0.40785134,test
7146839,0,0.40652624,test
7137741,0,0.3841182,test
7115856,0,0.06962445,test
7193187,0,0.14053342,test
7177054,0,0.273368,test
7186407,0,0.31383902,test
7193319,0,0.3746288,test
7134910,0,0.32111594,test
7181787,0,0.18844575,test
7134142,0,0.15327635,test
7098376,0,0.23824424,test
7148214,0,0.19339707,test
7132727,1,0.5695551,test
7151637,0,0.37871316,test
7130930,0,0.11859251,test
7180585,0,0.19839802,test
7121370,0,0.1297595,test
7165444,1,0.81457376,test
7182347,0,0.28261623,test
7131335,0,0.37856722,test
7110929,0,0.16566125,test
7154867,0,0.28829992,test
7189436,0,0.59010607,test
7141909,0,0.07877021,test
7160271,0,0.2511312,test
7185372,0,0.24689262,test
7103170,1,0.8834836,test
7144569,0,0.06741404,test
7175229,0,0.11381168,test
7192883,0,0.23625228,test
7141694,0,0.07700319,test
7143886,0,0.19153807,test
7153167,0,0.18460126,test
7146295,0,0.26694834,test
7164265,0,0.06852512,test
7176405,0,0.5445,test
7167151,0,0.503792,test
7191157,0,0.27371466,test
7120448,0,0.19374156,test
7176199,0,0.074486025,test
7142727,0,0.14628276,test
7153599,0,0.31846055,test
7177786,0,0.12700342,test
7109138,0,0.53777397,test
7140523,0,0.07679221,test
7149105,0,0.22555469,test
7140506,0,0.1578911,test
7159999,0,0.07602013,test
7127672,0,0.5337191,test
7105317,0,0.06708017,test
7117495,0,0.06848007,test
7110830,0,0.17103176,test
7152520,1,0.7879009,test
7149230,0,0.49453458,test
7184880,0,0.067115806,test
7194195,0,0.07507638,test
7124695,0,0.19828755,test
7193946,0,0.068796664,test
7147621,0,0.26011378,test
7109322,0,0.08410656,test
7157925,0,0.069091745,test
7179006,0,0.18199134,test
7100826,0,0.28557906,test
7144696,0,0.22026746,test
7163908,0,0.07518118,test
7109577,0,0.21159872,test
7188440,1,0.2912726,test
