id,labels,probs,split
31389,0,0.95496255,train
47731,1,0.017915063,train
44451,0,0.028035456,train
46078,0,0.01871477,train
31617,0,0.29711705,train
5645,0,0.03176495,train
8568,1,0.97575444,train
42709,1,0.02344039,train
7876,1,0.024941871,train
3598,0,0.006955142,train
24935,0,0.0831045,train
33853,1,0.9593076,train
21733,1,0.20752348,train
47362,0,0.88841075,train
28829,1,0.8860539,train
25330,0,0.040133327,train
35631,0,0.11941812,train
22016,1,0.16213264,train
20926,0,0.02344491,train
10286,0,0.98406386,train
7751,0,0.18584111,train
15676,0,0.8088446,train
32407,1,0.1233766,train
20069,0,0.009968236,train
4229,0,0.76966,train
26541,0,0.008332642,train
39997,0,0.8479347,train
43590,0,0.020811217,train
35925,0,0.025645304,train
6238,0,0.08359317,train
49681,1,0.9635537,train
13344,0,0.03599529,train
32530,0,0.033464517,train
43671,0,0.030640852,train
22579,0,0.5962446,train
5730,0,0.030831743,train
41869,0,0.18512863,train
23629,0,0.015698425,train
35575,0,0.8703804,train
2972,1,0.23416482,train
9995,0,0.008143189,train
17952,1,0.08380194,train
9033,0,0.12035364,train
4258,0,0.11682473,train
29002,1,0.999383,train
7239,1,0.9738628,train
8796,0,0.0123140365,train
42630,0,0.64386815,train
28480,1,0.9959709,train
48345,0,0.026568461,train
29258,1,0.5672212,train
17571,0,0.049119096,train
41573,1,0.09961132,train
31197,0,0.2020762,train
45232,0,0.04398818,train
16637,0,0.018156629,train
38057,0,0.07401461,train
19160,0,0.008077786,train
16844,1,0.999132,train
17723,0,0.5202294,train
23152,1,0.93287545,train
10949,1,0.7490966,train
41584,0,0.49002486,train
10511,0,0.03874598,train
37578,1,0.16128361,train
39215,1,0.994965,train
16562,0,0.20362043,train
27498,0,0.011223368,train
13180,0,0.5296456,train
37592,1,0.9960931,train
8831,0,0.018714204,train
5982,0,0.01953132,train
13929,1,0.19218487,train
2962,1,0.9497239,train
24984,0,0.9963856,train
38970,0,0.11323849,train
9968,0,0.022917548,train
9611,0,0.021567505,train
7262,0,0.02080237,train
7525,0,0.08675509,train
45242,0,0.015948873,train
39933,0,0.016004851,train
31076,0,0.11310633,train
7485,0,0.017203439,train
21191,1,0.9969241,train
47876,0,0.01772078,train
21103,0,0.0064469203,train
24260,1,0.9952389,train
18556,1,0.6942934,train
11369,0,0.0121484175,train
33056,1,0.18765737,train
41861,0,0.40763074,train
15738,1,0.9743172,train
626,0,0.0495509,train
203,0,0.020378351,train
24834,0,0.21642125,train
48303,0,0.043077167,train
41197,0,0.01596557,train
41441,0,0.07818161,train
12323,1,0.076176375,train
7477,0,0.016256537,train
10765,0,0.019923741,train
332,0,0.02542498,train
30123,1,0.63128537,train
48580,0,0.11846006,train
36225,0,0.030697111,train
42778,0,0.25710523,train
49984,0,0.064643465,train
16111,0,0.011666705,train
12930,0,0.40792903,train
40126,0,0.9454736,train
21108,1,0.980139,train
17873,0,0.7340082,train
2641,0,0.008238618,train
8972,0,0.044586748,train
49892,0,0.009577059,train
25459,1,0.31023484,train
2747,0,0.04759777,train
41198,0,0.017521046,train
36345,0,0.04737688,train
19852,0,0.32334492,train
45937,0,0.026907397,train
26808,0,0.0162829,train
44400,0,0.0076327263,train
2209,0,0.016181292,train
44975,0,0.062440585,train
19642,0,0.010414386,train
34342,0,0.043744955,train
39014,0,0.018631203,train
11831,0,0.014231341,train
25401,1,0.59134245,train
7662,1,0.51538783,train
40668,1,0.85616946,train
47066,1,0.020595316,train
43349,1,0.21525726,train
48300,0,0.05060354,train
38577,1,0.41103935,train
33333,0,0.5717643,train
49504,0,0.021447731,train
6542,1,0.84042937,train
2909,0,0.027820818,train
33824,1,0.92652214,train
12220,0,0.11430657,train
44878,0,0.058970954,train
49728,0,0.02024853,train
21119,0,0.0769699,train
31607,0,0.10955773,train
29062,1,0.9893588,train
2470,0,0.5773863,train
11567,0,0.093423225,train
48969,0,0.08027982,train
30218,1,0.08476402,train
10435,1,0.9870287,train
36783,0,0.078747064,train
12211,0,0.007378384,train
13103,0,0.34748745,train
44397,0,0.09457316,train
167,1,0.118875735,train
39753,0,0.06362008,train
43868,0,0.025660744,train
40277,0,0.021861013,train
610,0,0.027041487,train
46457,0,0.07122575,train
8067,0,0.05144219,train
31228,0,0.09976406,train
41622,1,0.20318094,train
4340,0,0.0302652,train
8804,0,0.024152873,train
40979,0,0.19168651,train
36204,0,0.05128237,train
2683,0,0.08066827,train
47400,0,0.03764112,train
6415,1,0.2159151,train
38820,0,0.8784767,train
43859,0,0.036034327,train
14795,0,0.091582455,train
16266,0,0.0056301076,train
35315,0,0.023714622,train
42844,0,0.029111436,train
40393,0,0.14909977,train
22796,0,0.027969668,train
27826,0,0.08645713,train
45585,0,0.04432379,train
29561,0,0.029059386,train
26657,0,0.99314827,train
12326,0,0.45710906,train
43982,0,0.020858573,train
48178,0,0.0525343,train
12691,0,0.017996745,train
43712,1,0.49004844,train
16561,0,0.018393867,train
31178,0,0.039710168,train
5101,0,0.1432151,train
29799,0,0.057741083,train
45869,0,0.033404015,train
44410,1,0.9676528,train
21796,0,0.15268047,train
1594,0,0.019782871,train
44197,0,0.010509363,train
2390,0,0.06306359,train
41535,1,0.043239273,train
10523,0,0.0052838195,train
20321,1,0.99899024,train
33252,0,0.010829053,train
6905,0,0.010512339,train
48576,0,0.06309499,train
11100,0,0.024244733,train
47209,0,0.015415843,train
62,0,0.07928644,train
32144,0,0.021585515,train
13293,0,0.0025821258,train
19235,0,0.06935258,train
3250,1,0.9993944,train
2277,0,0.96668565,train
33280,1,0.49071845,train
21556,0,0.7336315,train
966,0,0.009881133,train
34710,0,0.89326566,train
8539,1,0.90776426,train
3180,0,0.19132803,train
36122,0,0.03048562,train
35935,0,0.8263549,train
26011,0,0.052734036,train
4782,1,0.8686159,train
21089,0,0.080549784,train
31204,0,0.019485634,train
3385,1,0.9982414,train
35393,0,0.15585916,train
34863,0,0.015903227,train
45733,1,0.027419575,train
32253,1,0.3133061,train
16476,1,0.40677908,train
14349,1,0.97876966,train
23114,0,0.0095259,train
20702,1,0.074002266,train
47764,0,0.014318109,train
13266,0,0.0060310722,train
43596,0,0.026384644,train
38474,0,0.035292447,train
27962,0,0.09302216,train
4489,1,0.45303333,train
11972,1,0.67429745,train
19730,0,0.016976284,train
18044,0,0.4838655,train
44340,0,0.005333328,train
21982,0,0.059885297,train
32736,0,0.030267503,train
32729,0,0.027481783,train
25028,0,0.96914935,train
10149,0,0.011438169,train
13412,1,0.99926525,train
44995,0,0.04187052,train
32724,0,0.88292366,train
2718,0,0.17096369,train
21418,0,0.049816314,train
21301,0,0.020597687,train
15345,0,0.1048569,train
38852,1,0.08811458,train
598,0,0.089685544,train
46775,1,0.09006255,train
36103,0,0.024480373,train
3171,0,0.22113177,train
41428,1,0.9996835,train
19279,0,0.97682375,train
29129,0,0.24506436,train
26427,0,0.015007112,train
47412,1,0.9929402,train
29088,0,0.009509425,train
20872,0,0.01980253,train
1736,0,0.77447253,train
46013,1,0.053135477,train
38671,1,0.8607138,train
36816,0,0.07465283,train
10195,0,0.10541813,train
36906,0,0.49553397,train
33296,0,0.01417711,train
39657,1,0.9970074,train
43221,0,0.07168226,train
17064,0,0.005598249,train
16715,0,0.0599289,train
44489,0,0.005337782,train
9108,1,0.9963063,train
42459,0,0.022944417,train
40203,0,0.005654868,train
8845,0,0.14302568,train
6898,0,0.028233107,train
20104,0,0.016718462,train
44885,0,0.17673033,train
45138,0,0.024181183,train
25680,0,0.0111547755,train
46452,0,0.065783925,train
979,0,0.0058148354,train
9161,1,0.41104874,train
39511,1,0.9953496,train
29718,0,0.019002968,train
27572,1,0.7470052,train
13225,0,0.00731792,train
34841,1,0.8913329,train
30579,0,0.066168696,train
