id,labels,probs,split
7104596,0,0.0075978907,test
7136711,0,0.010853592,test
7130765,0,0.016476117,test
7166362,0,0.013206009,test
7194507,0,0.014926816,test
7140120,0,0.009030878,test
7172661,0,0.023104278,test
7144066,0,0.00962579,test
7168404,0,0.014431749,test
7166372,0,0.009540312,test
7099129,1,0.95015264,test
7103767,0,0.016650714,test
7111312,1,0.028106501,test
7187687,0,0.37709662,test
7136574,0,0.021835446,test
7159817,0,0.054462478,test
7112736,0,0.013646235,test
7105014,0,0.009589623,test
7192683,0,0.008263861,test
7151873,0,0.01052349,test
7169763,0,0.009668148,test
7181150,0,0.004984362,test
7098158,0,0.015729792,test
7162986,0,0.010353416,test
7191902,0,0.018979657,test
7134221,0,0.0062979874,test
7166041,0,0.006518008,test
7159659,1,0.97653526,test
7171281,0,0.007995324,test
7170186,0,0.04823364,test
7138571,0,0.013128566,test
7184002,1,0.9552866,test
7137286,0,0.025091065,test
7167670,0,0.9769166,test
7176355,0,0.015325167,test
7140979,0,0.039334364,test
7104716,0,0.07988449,test
7146839,0,0.1250291,test
7137741,0,0.009657589,test
7115856,0,0.020743897,test
7193187,0,0.015105984,test
7177054,0,0.02644101,test
7186407,0,0.024429107,test
7193319,0,0.06099607,test
7134910,0,0.028477963,test
7181787,0,0.01717807,test
7134142,0,0.009784869,test
7098376,0,0.02720069,test
7148214,0,0.009803237,test
7132727,1,0.9393318,test
7151637,0,0.038016282,test
7130930,0,0.01554734,test
7180585,0,0.024907539,test
7121370,0,0.0114874635,test
7165444,1,0.97269374,test
7182347,0,0.034272555,test
7131335,0,0.036291208,test
7110929,0,0.017210204,test
7154867,0,0.018597199,test
7189436,0,0.94438666,test
7141909,0,0.012960727,test
7160271,0,0.025285184,test
7185372,0,0.021898752,test
7103170,1,0.99151236,test
7144569,0,0.0077857873,test
7175229,0,0.01238981,test
7192883,0,0.030807894,test
7141694,0,0.012977183,test
7143886,0,0.01762098,test
7153167,0,0.0064820177,test
7146295,0,0.011104741,test
7164265,0,0.0065489183,test
7176405,0,0.039064784,test
7167151,0,0.053990446,test
7191157,0,0.016941998,test
7120448,0,0.009771226,test
7176199,0,0.006062663,test
7142727,0,0.19037284,test
7153599,0,0.022571737,test
7177786,0,0.012807522,test
7109138,0,0.021090727,test
7140523,0,0.009810785,test
