id,labels,probs,split
11044,0,0.017628774,train
20017,1,0.18248586,train
2246,0,0.004696961,train
19877,0,0.42149022,train
50032,1,0.020738134,train
39913,0,0.29149556,train
41324,0,0.10645897,train
10173,0,0.8316979,train
13940,0,0.09096144,train
4043,0,0.0064375657,train
46213,0,0.02040712,train
27473,1,0.008905839,train
33172,0,0.061365552,train
5482,0,0.011545561,train
41829,1,0.03352095,train
17427,0,0.016861664,train
32824,0,0.12457554,train
34450,1,0.99659663,train
7102,0,0.5739897,train
23924,0,0.0064538326,train
30885,1,0.9848904,train
25081,0,0.32366017,train
8245,0,0.6630055,train
17966,0,0.038683224,train
15607,0,0.004952855,train
26640,0,0.048306566,train
1890,0,0.07182457,train
5166,0,0.021661174,train
27304,0,0.02870176,train
4283,1,0.010946194,train
9591,0,0.0007461747,train
44872,0,0.5145461,train
6332,0,0.041507524,train
34304,1,0.99054235,train
17861,0,0.00997453,train
1315,0,0.02210463,train
40521,1,0.038228787,train
34291,0,0.00581571,train
21804,1,0.15155287,train
24336,0,0.008284638,train
46178,0,0.7461805,train
10027,1,0.09976385,train
36288,0,0.13691811,train
50053,1,0.11829504,train
36352,1,0.9570149,train
10434,0,0.012377109,train
10874,0,0.053690225,train
16269,0,0.1803091,train
44570,1,0.82814014,train
45532,0,0.05132193,train
40171,0,0.04753086,train
45527,0,0.04580643,train
11327,0,0.011449249,train
24320,1,0.11247164,train
4335,0,0.030849174,train
21765,0,0.011776883,train
46290,0,0.00698062,train
30812,0,0.1014822,train
17236,0,0.03421291,train
4318,1,0.049587257,train
19581,0,0.101628214,train
15143,0,0.008865894,train
31910,0,0.015483851,train
26156,0,0.019929757,train
40940,0,0.026811173,train
6062,1,0.98131543,train
27188,0,0.057036392,train
26234,0,0.050962046,train
13204,1,0.6054626,train
17419,0,0.0548956,train
30334,0,0.0061270455,train
34634,0,0.11435793,train
38482,0,0.011521408,train
22449,1,0.6133347,train
28433,0,0.08828202,train
7261,0,0.0060855956,train
18205,0,0.04298878,train
543,1,0.2502372,train
46840,0,0.12199247,train
48169,0,0.020484464,train
26690,1,0.5667746,train
49861,0,0.031767275,train
28532,0,0.008540474,train
3137,0,0.21461736,train
6085,0,0.22083165,train
24943,1,0.019216187,train
19310,1,0.9827755,train
43657,0,0.020657372,train
44103,0,0.0088872975,train
17575,1,0.90944463,train
25970,0,0.02502755,train
14833,1,0.48445156,train
38876,0,0.9350065,train
20405,0,0.81688553,train
29749,0,0.9398562,train
4869,0,0.00857901,train
9302,0,0.5416601,train
8117,1,0.109208554,train
49021,0,0.042901978,train
1690,0,0.028352343,train
22809,0,0.006045236,train
11599,0,0.0022009758,train
11329,1,0.9960687,train
44804,1,0.05611632,train
38430,0,0.018392077,train
30278,0,0.115389146,train
4110,1,0.019897334,train
24757,1,0.03275607,train
46942,0,0.0063212886,train
113,1,0.3482946,train
14167,0,0.07962658,train
10301,0,0.006223321,train
31245,1,0.042931985,train
26442,0,0.007523096,train
879,1,0.010167483,train
39086,0,0.1533671,train
5621,1,0.053629715,train
32180,0,0.1625827,train
22077,1,0.2414447,train
26504,1,0.40008697,train
27277,0,0.011586742,train
1895,1,0.7530135,train
41851,0,0.02955202,train
30964,1,0.98312587,train
41154,0,0.059205685,train
27752,0,0.017110528,train
47369,0,0.026823392,train
30035,0,0.030654209,train
26265,0,0.0254548,train
23455,0,0.049998857,train
26398,0,0.07680851,train
19025,1,0.925974,train
5503,0,0.21015507,train
22604,0,0.009866971,train
28810,1,0.11836862,train
6688,0,0.023429053,train
47111,0,0.6326053,train
24224,0,0.33876106,train
30328,0,0.053359285,train
6589,0,0.0065352977,train
24650,0,0.0069166394,train
43640,1,0.9439633,train
41486,0,0.0900545,train
4013,0,0.010378138,train
32680,1,0.08936029,train
41514,1,0.0691208,train
19465,1,0.06365115,train
7064,0,0.017289877,train
23954,0,0.20294167,train
38186,1,0.97637254,train
11220,1,0.10363907,train
15130,0,0.010006266,train
42908,0,0.08723043,train
34096,0,0.010478916,train
48717,0,0.4443611,train
18467,0,0.033766497,train
14849,0,0.082514316,train
46164,0,0.004437589,train
9534,0,0.15863578,train
21309,1,0.49613276,train
39072,0,0.25910625,train
9748,0,0.01036064,train
29593,0,0.3043949,train
32664,0,0.06681014,train
13248,0,0.03074775,train
6109,0,0.07635566,train
24568,0,0.0516887,train
42644,1,0.98733145,train
24195,1,0.34740025,train
18818,0,0.34732816,train
10159,0,0.017841293,train
41548,0,0.0037046135,train
22853,0,0.0133879045,train
38267,1,0.007972612,train
48058,0,0.07418262,train
42581,1,0.050009176,train
4586,0,0.16477084,train
11297,1,0.43720195,train
7379,0,0.009924988,train
13049,0,0.1496334,train
26717,1,0.022203505,train
45744,0,0.026004888,train
15428,0,0.11599931,train
5347,1,0.17709577,train
37512,0,0.03158974,train
19167,1,0.79889166,train
10501,0,0.019532343,train
3419,0,0.018339803,train
49285,1,0.4125129,train
5852,0,0.053838722,train
12005,0,0.07171921,train
25504,1,0.10904032,train
12493,0,0.0065323976,train
24984,0,0.9199286,train
18063,0,0.010356777,train
41478,0,0.052094955,train
36530,0,0.05288094,train
22019,0,0.111251116,train
7658,0,0.6759516,train
44078,1,0.18186596,train
20568,0,0.024349265,train
21368,0,0.008906685,train
46120,0,0.02429088,train
36681,1,0.49944404,train
20594,0,0.11563573,train
19427,0,0.07951894,train
43885,1,0.05540235,train
12987,0,0.03451346,train
49035,1,0.078533046,train
12639,1,0.05068752,train
43247,0,0.0040691155,train
1292,0,0.004971155,train
13559,1,0.3589237,train
12986,0,0.012495605,train
23033,1,0.27023694,train
29022,0,0.025179362,train
49657,0,0.0344805,train
4939,0,0.18652403,train
9986,0,0.026698383,train
21903,0,0.8912802,train
46955,0,0.14724275,train
19361,0,0.0067192554,train
7781,0,0.005738487,train
49782,0,0.095790915,train
34738,0,0.06999647,train
47196,1,0.3881169,train
12431,0,0.016206961,train
43628,0,0.04451411,train
15263,0,0.15978718,train
34287,0,0.07549107,train
47417,0,0.043375544,train
2950,0,0.005857014,train
17295,0,0.025566895,train
44658,0,0.0021425711,train
29939,0,0.03328803,train
35349,1,0.030271024,train
20578,0,0.43997988,train
46856,0,0.007036267,train
23402,1,0.53414226,train
41279,0,0.0039291694,train
24275,1,0.7272031,train
23536,0,0.024772326,train
8374,1,0.39606735,train
32077,1,0.8686162,train
37402,0,0.021769587,train
30121,0,0.22173068,train
48054,0,0.005238176,train
4431,0,0.96598047,train
1540,1,0.21048614,train
48455,0,0.3888087,train
39834,0,0.05738995,train
39599,1,0.33799747,train
34721,0,0.018811075,train
31426,1,0.5246307,train
42541,0,0.0031330602,train
4004,0,0.023903495,train
33076,0,0.038658492,train
49604,0,0.027238542,train
21948,0,0.034897737,train
7174,0,0.011647333,train
39209,0,0.060090892,train
46045,0,0.034848355,train
5869,0,0.032231726,train
19418,0,0.13714032,train
15868,0,0.1121733,train
