id,labels,probs,split
11044,0,0.1514932,train
20017,1,0.5453044,train
2246,0,0.17517848,train
19877,0,0.37224576,train
50032,1,0.23275444,train
39913,0,0.63583463,train
41324,0,0.41980147,train
10173,0,0.55590177,train
13940,0,0.21798491,train
4043,0,0.16143243,train
46213,0,0.43221483,train
27473,1,0.22755334,train
33172,0,0.22976686,train
5482,0,0.12156557,train
41829,1,0.41915044,train
17427,0,0.08233054,train
32824,0,0.5134658,train
34450,1,0.8014819,train
7102,0,0.43091685,train
23924,0,0.04760042,train
30885,1,0.6162901,train
25081,0,0.5791054,train
8245,0,0.3579397,train
17966,0,0.37232682,train
15607,0,0.06606151,train
26640,0,0.16045232,train
1890,0,0.31780982,train
5166,0,0.09217013,train
27304,0,0.047439694,train
4283,1,0.29625437,train
9591,0,0.03913223,train
44872,0,0.60545874,train
6332,0,0.052001283,train
34304,1,0.6676483,train
17861,0,0.11441303,train
1315,0,0.19682704,train
40521,1,0.3212024,train
34291,0,0.17686732,train
21804,1,0.5664143,train
24336,0,0.041336857,train
46178,0,0.35524696,train
10027,1,0.6872179,train
36288,0,0.61738396,train
50053,1,0.5601744,train
36352,1,0.6814724,train
10434,0,0.05354482,train
10874,0,0.4321719,train
16269,0,0.35909104,train
44570,1,0.6280165,train
45532,0,0.3324956,train
40171,0,0.2323947,train
45527,0,0.19777897,train
11327,0,0.33074,train
24320,1,0.7010997,train
4335,0,0.33586627,train
21765,0,0.17692411,train
46290,0,0.061117895,train
30812,0,0.32697117,train
17236,0,0.13844775,train
4318,1,0.44260108,train
19581,0,0.39548305,train
15143,0,0.056276407,train
31910,0,0.11084688,train
26156,0,0.13065515,train
40940,0,0.18251963,train
6062,1,0.6747754,train
27188,0,0.3422858,train
26234,0,0.19767883,train
13204,1,0.4358857,train
17419,0,0.33227396,train
30334,0,0.09285813,train
34634,0,0.25184104,train
38482,0,0.1234086,train
22449,1,0.6107748,train
28433,0,0.53385717,train
7261,0,0.06382909,train
18205,0,0.31934443,train
543,1,0.3329701,train
46840,0,0.2809595,train
48169,0,0.6604981,train
26690,1,0.5742334,train
49861,0,0.22512399,train
28532,0,0.20143768,train
3137,0,0.22995707,train
6085,0,0.6097067,train
24943,1,0.43967852,train
19310,1,0.80626696,train
43657,0,0.09884904,train
44103,0,0.16664076,train
17575,1,0.8273936,train
25970,0,0.3776488,train
14833,1,0.4029079,train
38876,0,0.6838741,train
20405,0,0.6780484,train
29749,0,0.66504353,train
4869,0,0.055562615,train
9302,0,0.368568,train
8117,1,0.5875106,train
49021,0,0.14611824,train
1690,0,0.45662722,train
22809,0,0.06363646,train
11599,0,0.11286119,train
11329,1,0.81004184,train
44804,1,0.360838,train
38430,0,0.08637277,train
30278,0,0.12564667,train
4110,1,0.3812897,train
24757,1,0.35066113,train
46942,0,0.046665832,train
113,1,0.5941007,train
14167,0,0.25192657,train
10301,0,0.20390359,train
31245,1,0.54760224,train
26442,0,0.17124128,train
879,1,0.55810004,train
39086,0,0.16844803,train
5621,1,0.43358496,train
32180,0,0.2955481,train
22077,1,0.331191,train
26504,1,0.15868591,train
27277,0,0.05026798,train
1895,1,0.48303556,train
41851,0,0.09503245,train
30964,1,0.69080126,train
41154,0,0.37630227,train
27752,0,0.070744805,train
47369,0,0.25486246,train
30035,0,0.05114452,train
26265,0,0.04386953,train
23455,0,0.11010594,train
26398,0,0.344655,train
19025,1,0.80872107,train
5503,0,0.36268318,train
22604,0,0.12974504,train
28810,1,0.55862457,train
6688,0,0.20475724,train
47111,0,0.5802687,train
24224,0,0.3820261,train
30328,0,0.36392456,train
6589,0,0.32082698,train
24650,0,0.064868666,train
43640,1,0.72794896,train
41486,0,0.56053185,train
4013,0,0.059137568,train
32680,1,0.32065016,train
41514,1,0.5187108,train
19465,1,0.6361474,train
7064,0,0.12979315,train
23954,0,0.25585702,train
38186,1,0.6133579,train
11220,1,0.4045255,train
15130,0,0.056008812,train
42908,0,0.062639244,train
34096,0,0.14565247,train
48717,0,0.29823932,train
18467,0,0.14567591,train
14849,0,0.30456382,train
46164,0,0.24148045,train
9534,0,0.23346587,train
21309,1,0.66200256,train
39072,0,0.40995654,train
9748,0,0.066478506,train
29593,0,0.3443012,train
32664,0,0.066513166,train
13248,0,0.33627304,train
6109,0,0.27487415,train
24568,0,0.3275057,train
42644,1,0.75913435,train
24195,1,0.6257011,train
18818,0,0.39080596,train
10159,0,0.0801466,train
41548,0,0.07822788,train
22853,0,0.07992172,train
38267,1,0.10475956,train
48058,0,0.38019168,train
42581,1,0.45371148,train
4586,0,0.35957238,train
11297,1,0.8347466,train
7379,0,0.07280672,train
13049,0,0.47511625,train
26717,1,0.3570831,train
45744,0,0.30114233,train
15428,0,0.60144025,train
5347,1,0.4246043,train
37512,0,0.33364695,train
19167,1,0.82404965,train
10501,0,0.043875255,train
3419,0,0.34050563,train
49285,1,0.66275626,train
5852,0,0.311923,train
12005,0,0.43729687,train
25504,1,0.30962285,train
12493,0,0.086749196,train
24984,0,0.7233973,train
18063,0,0.06904274,train
41478,0,0.3685407,train
