id,labels,probs,split
31389,0,0.70996225,train
47731,1,0.024053955,train
44451,0,0.029845951,train
46078,0,0.03073163,train
31617,0,0.074524134,train
5645,0,0.03948127,train
8568,1,0.94596803,train
42709,1,0.037103686,train
7876,1,0.03974236,train
3598,0,0.018935913,train
24935,0,0.69128925,train
33853,1,0.98862326,train
21733,1,0.053816468,train
47362,0,0.9911629,train
28829,1,0.9902766,train
25330,0,0.012619951,train
35631,0,0.109211914,train
22016,1,0.08724298,train
20926,0,0.024725225,train
10286,0,0.94578874,train
7751,0,0.040798515,train
15676,0,0.73877156,train
32407,1,0.4726421,train
20069,0,0.029585635,train
4229,0,0.6673594,train
26541,0,0.021987963,train
39997,0,0.26586652,train
43590,0,0.023079855,train
35925,0,0.0316183,train
6238,0,0.02849465,train
49681,1,0.9922713,train
13344,0,0.054193404,train
32530,0,0.031229539,train
43671,0,0.043608237,train
22579,0,0.04303849,train
5730,0,0.009495248,train
41869,0,0.01867027,train
23629,0,0.009461323,train
35575,0,0.9850309,train
2972,1,0.26202068,train
9995,0,0.013892198,train
17952,1,0.05224913,train
9033,0,0.13574234,train
4258,0,0.036329977,train
29002,1,0.99399227,train
7239,1,0.9816809,train
8796,0,0.01938259,train
42630,0,0.54432666,train
28480,1,0.99079585,train
48345,0,0.008144749,train
29258,1,0.6113894,train
17571,0,0.019750806,train
41573,1,0.4163615,train
31197,0,0.05300156,train
45232,0,0.020878904,train
16637,0,0.017235499,train
38057,0,0.03180106,train
19160,0,0.012229456,train
16844,1,0.99285054,train
17723,0,0.0762565,train
23152,1,0.9631079,train
10949,1,0.95554686,train
41584,0,0.4071356,train
10511,0,0.028163152,train
37578,1,0.094054215,train
39215,1,0.9868521,train
16562,0,0.055581458,train
27498,0,0.039216183,train
13180,0,0.13658881,train
37592,1,0.98577094,train
8831,0,0.037913103,train
5982,0,0.023027392,train
13929,1,0.09258149,train
2962,1,0.9895173,train
24984,0,0.9861448,train
38970,0,0.1389963,train
9968,0,0.012539776,train
9611,0,0.019205576,train
7262,0,0.012981129,train
7525,0,0.0119713135,train
45242,0,0.018422533,train
39933,0,0.008855366,train
31076,0,0.03652577,train
7485,0,0.02987583,train
21191,1,0.98988146,train
47876,0,0.019745257,train
21103,0,0.038694102,train
24260,1,0.99522746,train
18556,1,0.13558334,train
11369,0,0.054635983,train
33056,1,0.04634079,train
41861,0,0.2429407,train
15738,1,0.96872634,train
626,0,0.07717594,train
203,0,0.008622853,train
24834,0,0.060002357,train
48303,0,0.009030306,train
41197,0,0.028011689,train
41441,0,0.06899604,train
12323,1,0.121548,train
7477,0,0.008975782,train
10765,0,0.0127862515,train
332,0,0.06261333,train
30123,1,0.24080072,train
48580,0,0.04230664,train
36225,0,0.033246893,train
42778,0,0.060233127,train
